District Number,School Code,School Name,Address,City,Province,Postal Code,Principal Title,Principal First name,Principal Last Name,Type,Grade Range,School Category,Funding Group(s),NLC: Early Learning,NLC: Afterschool,NLC: Cont. Ed.,NLC: Seniors,NLC: Comm. Sport,NLC: Comm. Use,NLC: Integr. Svcs.,Phone,Fax,Email,Enrolment Total,Enrolment As Of,KH Enrolment,KF Enrolment,HS Registration,SU Enrolment,EU Enrolment,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment
049,04949006,Oweekeno Elementary,Bag 130,Hagensborg                    ,BC             ,V0T 1H0,Ms,Cecilia,Walkus,Standard School                         ,3-7,Public School,,no,no,no,no,no,no,no,250 949-8881,250 949-5197,lwalkus@sd49.ca                                                                                     ,6,September 30 2018,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0
023,02323008,Oyama Traditional School,15525 Greenhow Rd,Oyama                         ,BC             ,V4V 2E1,Mr,Luke,Campbell,Standard School                         ,K-6,Public School,,yes,yes,yes,yes,yes,yes,yes,250 870-5121,250 870-5050,luke.campbell@sd23.bc.ca                                                                            ,158,September 30 2018,0,16,0,0,0,21,27,24,17,32,21,0,0,0,0,0,0
082,08299305,PACES,4924 Straume Ave,Terrace                       ,BC             ,V8G 4V8,Mr,Keith,Axelson,Alternate Programs                      ,No Enrolment Reported,Public School,,no,no,no,no,no,no,no,250 638-8367,888 611-1091,keith.axelson@cmsd.bc.ca                                                                            ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
036,03696394,Pacific Academy,10238 168 St,Surrey                        ,BC             ,V4N 1Z4,Mr,Dennis,Tjernagel,Standard School                         ,K-12,Independent School,1,no,no,no,no,no,no,no,604 581-5353,604 581-0087,contact@pacificacademy.net,1418,September 30 2018,8,89,0,0,0,106,98,105,106,109,113,115,111,115,119,109,115
034,03496371,Pacific Christian School,29623 Downes Rd,Abbotsford                    ,BC             ,V4X 1Z8,Mr,Cameron,Klassen,Standard School                         ,1-9,Independent School,3,no,no,no,no,no,no,no,604 856-2988,604 856-2983,pcschool@shaw.ca                                                                                    ,24,September 30 2018,0,0,0,0,0,2,2,3,7,3,2,0,4,1,0,0,0
061,06196084,Pacific Christian School,654 Agnes St,Victoria                      ,BC             ,V8Z 2E6,Mr,John,Lewis,Standard School                         ,K-12,Independent School,1,no,no,no,no,no,no,no,250 479-4532,250 479-3511,darren.lewis@pacificchristian.ca,878,September 30 2018,0,50,0,0,0,44,49,54,60,60,69,54,84,79,85,89,101
052,05299087,Pacific Coast School,PO Box 520,Prince Rupert                 ,BC             ,V8J 1G9,Mr,Jeremy,Janz,Alternate Programs                      ,9-12,Public School,,no,yes,no,no,no,no,no,250 624-3228,250 624-3234,jjanz@sd52.bc.ca                                                                                    ,86,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,34,33
036,03636134,Pacific Heights Elementary,17148 26 Ave,Surrey                        ,BC             ,V3S 0A4,Ms,Sundeep,Chohan,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 531-2828,604 531-2839,pacificheights@surreyschools.ca,451,September 30 2018,0,70,0,0,0,70,59,54,55,50,52,41,0,0,0,0,0
038,03896771,Pacific Rim Montessori Academy,3128 Regent St,Richmond                      ,BC             ,V7E 2M4,Mrs,Meenu,Chaudhary,Standard School                         ,K-7,Independent School,1,no,no,no,no,no,no,no,604 726-8428,,meenu@mia-montessori.com                                                                            ,31,September 30 2018,0,10,0,0,0,3,2,5,3,3,2,3,0,0,0,0,0
061,06196868,Pacific School of Innovation and Inquiry,100-808 Douglas St,Victoria                      ,BC             ,V8W 2B6,Mr,Jeff,Hopkins,Standard School                         ,9-12,Independent School,1,no,no,no,no,no,no,no,778 433-3409,,jeff.hopkins@learningstorm.org,82,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,21,27
039,03996475,Pacific Spirit School,PO Box 34058 Station D,Vancouver                     ,BC             ,V6J 4M1,Ms,Heidi,Anderson,Standard School                         ,K-7,Independent School,1,no,no,no,no,no,no,no,604 222-1900,604 222-1934,info@pacificspiritschool.org,61,September 30 2018,0,11,176,0,0,6,9,9,5,10,7,4,0,0,0,0,0
073,07373079,Pacific Way Elementary,2330 Pacific Way,Kamloops                      ,BC             ,V1S 1Z3,Mr,Anthoney,Rempel,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 851-0632,250 377-2255,arempel@sd73.bc.ca                                                                                  ,355,September 30 2018,0,36,0,0,0,46,44,42,50,41,53,43,0,0,0,0,0
040,04096785,PALS Autism Society (School Program),101 Third St,New Westminster               ,BC             ,V3L 2P9,Ms,Andrea,Kasunic,Standard School                         ,No Enrolment Reported,Independent School,1,no,no,no,no,no,no,no,604 251-7257,604 251-1627,andrea@palsautismschool.ca,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
079,07966012,Palsson Elementary,PO Box 350,Lake Cowichan                 ,BC             ,V0R 2G0,Ms,Fiona,Somerville,Standard School                         ,K-3,Public School,,no,no,no,no,no,no,no,250 749-6691,250 749-4030,fsomervi@sd79.bc.ca                                                                                 ,138,September 30 2018,0,41,0,0,0,37,39,21,0,0,0,0,0,0,0,0,0
036,03636137,Panorama Park Elementary,12878 62 Ave,Surrey                        ,BC             ,V3X 2E8,Ms,Annette,Keeper,Standard School                         ,K-7,Public School,,yes,no,no,no,no,no,no,604 596-0963,604 594-0467,keeper_a@surreyschools.ca                                                                           ,437,September 30 2018,0,49,0,0,0,46,46,52,58,67,55,64,0,0,0,0,0
036,03625239,Panorama Park StrongStart Centre,12878 62 Ave,Surrey                        ,BC             ,V3X 2E8,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 596-0963,,panoramapark@surreyschools.ca,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
036,03636232,Panorama Ridge Secondary,13220 64 Ave,Surrey                        ,BC             ,V3W 1X9,Mr,Kevin,De Boice,Standard School                         ,8-12,Public School,,no,no,no,no,yes,yes,yes,604 595-8890,604 595-8891,panoramaridge@surreyschools.ca,1622,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,312,343,337,326,304
068,06868061,Park Avenue Elementary,395 Eighth St,Nanaimo                       ,BC             ,V9R 1A9,Mr,Robbie,Dhillon,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 754-5591,250 754-5818,rdhillon@sd68.bc.ca                                                                                 ,329,September 30 2018,0,48,0,0,0,26,41,44,46,38,46,40,0,0,0,0,0
041,04141041,Parkcrest Elementary,6055 Halifax St,Burnaby                       ,BC             ,V5B 2P4,Mr,Andrew,Lee,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 296-9039,604 296-9071,andrew.lee@burnabyschools.ca,201,September 30 2018,0,28,0,0,0,30,21,28,24,16,29,25,0,0,0,0,0
073,07324054,Parkcrest Elementary,2170 Parkcrest Ave,Kamloops                      ,BC             ,V2B 4Y1,Ms,Catherine,Gorman,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,250 554-2368,250 377-2224,cgorman@sd73.bc.ca                                                                                  ,361,September 30 2018,0,42,0,0,0,50,57,50,51,53,58,0,0,0,0,0,0
028,02828038,Parkland Elementary,5016 Bjornson Rd,Quesnel                       ,BC             ,V2J 6X7,Ms,Corry,Climenhage,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 992-5922,250 992-5542,corryclimenhage@sd28.bc.ca,95,September 30 2018,0,8,0,0,0,12,9,18,7,18,10,13,0,0,0,0,0
043,04343049,Parkland Elementary,1563 Regan Ave,Coquitlam                     ,BC             ,V3J 3B7,Mr,Chris,Hunter,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 939-1151,604 937-8030,chunter@sd43.bc.ca                                                                                  ,258,September 30 2018,0,41,0,0,0,35,42,44,48,48,0,0,0,0,0,0,0
059,05959024,Parkland Elementary,5104 Parkland Rd,Peace River Regional District ,BC             ,V1G 0J2,Mrs,Joanne,Dueck,Standard School                         ,K-7,Public School,,no,no,no,no,no,yes,no,250 843-7777,250 843-7777,parkland@sd59.bc.ca                                                                                 ,55,September 30 2018,0,7,0,0,0,5,4,8,10,8,9,4,0,0,0,0,0
005,00505018,Parkland Middle School,1115 2nd Ave S,Cranbrook                     ,BC             ,V1C 2B4,Mr,Scott,Holt,Standard School                         ,7-9,Public School,,no,no,no,no,yes,yes,no,250 426-3327,250 426-6334,scott.holt@sd5.bc.ca                                                                                ,438,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,153,153,132,0,0,0
063,06363022,Parkland Secondary,10640 McDonald Park Rd,North Saanich                 ,BC             ,V8L 5S7,Ms,Lizanne,Chicanot,Standard School                         ,9-12,Public School,,no,no,no,no,yes,yes,no,250 655-2700,250 655-2701,parkland@saanichschools.ca,524,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,94,159,141,130
035,03535032,Parkside Centennial Elementary,3300 270 St,Aldergrove                    ,BC             ,V4W 3H2,Ms,Cathy,Gracie,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 856-7775,604 856-3727,cgracie@sd35.bc.ca                                                                                  ,461,September 30 2018,0,77,0,0,0,60,87,71,93,73,0,0,0,0,0,0,0
035,03525038,Parkside Centennial StrongStart Centre,3300 270 St,Aldergrove                    ,BC             ,V4W 3H2,Ms,Cathy,Gracie,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 856-7775,,cgracie@sd35.bc.ca                                                                                  ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
082,08288025,Parkside Secondary,3824 Eby St,Terrace                       ,BC             ,V8G 2Z8,Ms,Jane,Arbuckle,Alternate Programs                      ,"8-12, SU",Public School,,no,no,no,no,no,yes,no,250 635-5778,888 625-7285,prk@cmsd.bc.ca                                                                                      ,89,September 30 2018,0,0,0,3,0,0,0,0,0,0,0,0,2,14,26,35,9
083,08389032,Parkview Elementary School,PO Box 444,Sicamous                      ,BC             ,V0E 2V0,Mrs,Carla,Schneider,Standard School                         ,K-6,Public School,,yes,yes,no,no,yes,yes,yes,250 836-2871,250 804-7792,par@sd83.bc.ca                                                                                      ,193,September 30 2018,0,27,0,0,0,23,29,37,25,27,25,0,0,0,0,0,0
083,08325077,Parkview StrongStart Centre,PO Box 444,Sicamous                      ,BC             ,V0E 2V0,Ms,Carla,Schneider,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 836-2781,250 804-7792,par@sd83.bc.ca                                                                                      ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
067,06715017,Parkway Elementary,225 Kinney Ave,Penticton                     ,BC             ,V2A 3P2,Mr,Todd,Lindsay,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 770-7686,250 770-7687,tlindsay@summer.com                                                                                 ,264,September 30 2018,0,36,0,0,0,50,42,52,44,40,0,0,0,0,0,0,0
047,04799161,Partners in Education Program (PIE),7105 Nootka Street,Powell River                  ,BC             ,V8A 5E3,Mr,Don,Fairbairn,Distributed Learning Programs           ,"K-12, GA",Public School,,no,no,no,no,no,no,no,604 414-2617,604 485-6435,don.fairbairn@sd47.bc.ca                                                                            ,368,September 30 2018,0,19,0,0,0,21,12,31,24,19,13,18,23,34,33,36,69
069,06999123,PASS/Woodwinds Alternate,PO Box 1798,Parksville                    ,BC             ,V9P 2H6,Mr,Jesse,Witte,Alternate Programs                      ,3-12,Public School,,no,no,yes,no,no,no,yes,250 248-2969,250 248-2914,jwitte@sd69.bc.ca                                                                                   ,114,September 30 2018,0,0,0,0,0,0,0,2,2,1,0,4,5,5,11,24,60
057,05796841,Pathways Academy Distributed Learning,PO Box 10096 RPO HART,Prince George                 ,BC             ,V2K 5Y1,Mrs,Tara,Ferguson,Distributed Learning Programs           ,K-12,Independent School,1,no,no,no,no,no,no,no,888 787-3618,888 263-8611,office@pathwaysacademy.ca                                                                           ,251,September 30 2018,0,19,50,0,0,17,19,14,12,19,21,20,12,23,31,20,24
039,03996733,Pattison High School,981 Nelson St,Vancouver                     ,BC             ,V6Z 3B6,Mr,Daniel,Chowne,Standard School                         ,9-12,Independent School,4,no,no,no,no,no,no,no,604 608-8788,604 608-8789,principal@pattisonhighschool.ca,175,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,43,109
068,06868065,Pauline Haarer Elementary,400 Campbell St,Nanaimo                       ,BC             ,V9R 3G7,Ms,Shannon,Apland,Standard School                         ,K-7,Public School,,no,yes,no,no,yes,yes,no,250 754-2722,250 741-0275,sapland@sd68.bc.ca                                                                                  ,232,September 30 2018,0,30,0,0,0,26,29,27,32,26,35,27,0,0,0,0,0
036,03636070,Peace Arch Elementary,15877 Roper Ave,White Rock                    ,BC             ,V4B 2H5,Ms,Deborah,Thorvaldson,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 536-8711,604 536-8732,peacearch@surreyschools.ca,532,September 30 2018,0,65,0,0,0,61,59,67,58,83,68,71,0,0,0,0,0
059,05996188,Peace Christian School,PO Box 2050,Chetwynd                      ,BC             ,V0C 1J0,Mr,Darren,Shankel,Standard School                         ,K-12,Independent School,1,no,no,no,no,no,no,no,250 788-2044,888 615-9510,peacechristianschool@gmail.com,101,September 30 2018,0,8,0,0,0,6,11,5,9,9,6,7,8,11,5,10,6
059,05959032,Peace View School,11600 7th St,Dawson Creek                  ,BC             ,V1G 4R8,Ms,Renee,Elliott,Standard School                         ,1-9,Public School,,no,no,no,no,no,yes,no,250 789-2280,250 782-3204,relliott@sd59.bc.ca                                                                                 ,21,September 30 2018,0,0,0,0,0,4,4,3,1,2,3,1,2,1,0,0,0
023,02323042,Peachland Elementary,5486 Clements Cres,Peachland                     ,BC             ,V0H 1X5,Mr,Ross,Hett,Standard School                         ,K-5,Public School,,yes,yes,no,no,no,no,no,250 870-5122,250 870-5051,ross.hett@sd23.bc.ca                                                                                ,172,September 30 2018,0,32,0,0,0,31,17,20,31,41,0,0,0,0,0,0,0
023,02325413,Peachland StrongStart Centre,5486 Clements Cres,Peachland                     ,BC             ,V0H 1X5,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 870-5122,250 870-5051,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
