District Number,School Code,School Name,Address,City,Province,Postal Code,Principal Title,Principal First name,Principal Last Name,Type,Grade Range,School Category,Funding Group(s),NLC: Early Learning,NLC: Afterschool,NLC: Cont. Ed.,NLC: Seniors,NLC: Comm. Sport,NLC: Comm. Use,NLC: Integr. Svcs.,Phone,Fax,Email,Enrolment Total,Enrolment As Of,KH Enrolment,KF Enrolment,HS Registration,SU Enrolment,EU Enrolment,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment,full_addr,full_addr_parsed,lat,lng,SCHOOL_YEAR,DISTRICT_NUMBER,DISTRICT_NAME,BOARDOFFICE_PHYSICAL_ADDRESS,DISTRICT_CITY,DISTRICT_PROVINCE,DISTRICT_POSTAL_CODE,DISTRICT_PHONE_NUMBER,DISTRICT_WEBSITE,X,Y
75,7575032,Deroche Elementary,10340 N Deroche Rd,Deroche                       ,BC             ,V0M 1G0,Mr,Mike,Abercrombie,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,604 826-2360,604 826-7138,michael.abercrombie@mpsd.ca,81,September 30 2018,0,7,0,0,0,13,9,12,11,11,18,0,0,0,0,0,0,10340 N Deroche Rd Deroche BC V0M 1G0,10340+N+Deroche+Rd+Deroche+BC+V0M+1G0,49.1903546,-122.0737553,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7575006,Dewdney Elementary,37151 Hawkins-Pickle Rd B107,Dewdney                       ,BC             ,V0M 1H0,Mr,Jordan,Klassen,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,604 826-2516,604 820-8063,jordan.klassen@mpsd.ca                                                                              ,147,September 30 2018,0,19,0,0,0,30,34,18,14,13,19,0,0,0,0,0,0,37151 Hawkins-Pickle Rd B107 Dewdney BC V0M 1H0,37151+Hawkins-Pickle+Rd+B107+Dewdney+BC+V0M+1H0,49.165054,-122.1966825,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7575036,Ecole Heritage Park Middle School,33700 Prentis Ave,Mission                       ,BC             ,V2V 7B1,Mrs,Linda,Ziefflie,Standard School                         ,7-9,Public School,,no,no,no,no,no,no,no,604 820-4587,604 820-4589,linda.ziefflie@mpsd.ca                                                                              ,613,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,203,207,203,0,0,0,33700 Prentis Ave Mission BC V2V 7B1,33700+Prentis+Ave+Mission+BC+V2V+7B1,49.14346,-122.2903943,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7575015,Edwin S Richards Elementary,33419 Cherry Ave,Mission                       ,BC             ,V2V 2V5,Ms,Sharon,Widdows,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,604 826-2834,604 826-0068,sharon.widdows@mpsd.ca                                                                              ,364,September 30 2018,0,40,0,0,0,41,52,54,66,64,47,0,0,0,0,0,0,33419 Cherry Ave Mission BC V2V 2V5,33419+Cherry+Ave+Mission+BC+V2V+2V5,49.1552669,-122.2990295,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7599287,Fraserview Learning Centre,32444 7th Ave,Mission                       ,BC             ,V2V 2B5,Mr,Kevin,Watrin,Alternate Programs                      ,9-12,Public School,,no,no,no,no,no,no,no,604 814-3717,604 826-4052,kevin.watrin@mpsd.ca                                                                                ,89,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,20,36,32444 7th Ave Mission BC V2V 2B5,32444+7th+Ave+Mission+BC+V2V+2B5,49.139774,-122.3257952,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7575001,Hatzic Elementary,8465 Draper St,Mission                       ,BC             ,V2V 5V6,Mrs,Beth-Anne,Cullen,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,604 826-2481,604 826-8331,beth-anne.cullen@mpsd.ca                                                                            ,296,September 30 2018,0,38,0,0,0,38,41,45,45,49,40,0,0,0,0,0,0,8465 Draper St Mission BC V2V 5V6,8465+Draper+St+Mission+BC+V2V+5V6,49.1561564,-122.2556033,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7575035,Hatzic Middle School,34800 Dewdney Trunk Rd,Mission                       ,BC             ,V2V 5V6,Mr,Marcello,Gabriele,Standard School                         ,7-9,Public School,,no,no,no,no,no,no,no,604 826-3651,604 820-9209,marcello.gabriele@mpsd.ca                                                                           ,713,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,240,233,240,0,0,0,34800 Dewdney Trunk Rd Mission BC V2V 5V6,34800+Dewdney+Trunk+Rd+Mission+BC+V2V+5V6,49.1535002,-122.259238,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7575027,Hillside Traditional Academy,33621 Best Ave,Mission                       ,BC             ,V2V 5Z3,Ms,Lisa,Clarke,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,604 826-4187,604 826-8980,lisa.clarke@mpsd.ca                                                                                 ,425,September 30 2018,0,58,0,0,0,61,67,57,71,57,54,0,0,0,0,0,0,33621 Best Ave Mission BC V2V 5Z3,33621+Best+Ave+Mission+BC+V2V+5Z3,49.151423,-122.2928886,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7575007,Mission Central Elementary,7466 Welton St,Mission                       ,BC             ,V2V 6L4,Mr,Andrew,Merry,Standard School                         ,K-6,Public School,,yes,no,no,no,no,no,no,604 826-1414,604 826-0258,andrew.merry@mpsd.ca                                                                                ,259,September 30 2018,0,56,0,0,0,40,41,34,31,27,30,0,0,0,0,0,0,7466 Welton St Mission BC V2V 6L4,7466+Welton+St+Mission+BC+V2V+6L4,49.1372516,-122.3047674,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7525179,Mission Central StrongStart Centre,7466 Welton St,Mission                       ,BC             ,V2V 6L4,Mr,Andrew,Merry,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 826-1414,,andrew.merry@mpsd.ca                                                                                ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7466 Welton St Mission BC V2V 6L4,7466+Welton+St+Mission+BC+V2V+6L4,49.1372516,-122.3047674,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7575014,Mission Senior Secondary,32939 Seventh Ave,Mission                       ,BC             ,V2V 2C5,Mr,Jim,Pearce,Standard School                         ,10-12,Public School,,no,no,no,no,no,no,no,604 826-7191,604 826-8187,jim.pearce@mpsd.ca                                                                                  ,1300,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,447,374,32939 Seventh Ave Mission BC V2V 2C5,32939+Seventh+Ave+Mission+BC+V2V+2C5,49.1402284,-122.3114723,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7596034,Seminary of Christ the King,PO Box 3310 STN Main,Mission                       ,BC             ,V2V 4J5,Rev,Peter,Nygren,Standard School                         ,8-12,Independent School,1.0,no,no,no,no,no,no,no,604 826-8975,604 826-8725,frpeterosb@gmail.com                                                                                ,34,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,4,9,PO Box 3310 STN Main Mission BC V2V 4J5,PO+Box+3310+STN+Main+Mission+BC+V2V+4J5,49.1345575,-122.304978,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7575019,Silverdale Elementary,29715 Donatelli Ave,Mission                       ,BC             ,V4S 1H6,Mr,Rob,Clark,Standard School                         ,K-6,Public School,,yes,no,no,no,no,no,no,604 826-2526,604 826-3610,rob.clark@mpsd.ca                                                                                   ,96,September 30 2018,0,11,0,0,0,15,18,12,10,20,10,0,0,0,0,0,0,29715 Donatelli Ave Mission BC V4S 1H6,29715+Donatelli+Ave+Mission+BC+V4S+1H6,49.1626312,-122.4007829,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7575030,Stave Falls Elementary,30204 Brackley Ave,Mission                       ,BC             ,V4S 1C2,Ms,Elena,Di Giovanni,Standard School                         ,No Enrolment Reported,Public School,,no,no,no,no,no,no,no,604 462-9936,604 462-9516,Elena.Digiovanni@MPSD.CA                                                                            ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30204 Brackley Ave Mission BC V4S 1C2,30204+Brackley+Ave+Mission+BC+V4S+1C2,49.2233339,-122.3907753,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7599133,Summit Learning Centre,32444 7th Ave,Mission                       ,BC             ,V2V 2B5,Ms,Lynn,Cummings,Distributed Learning Programs           ,"K-12, GA",Public School,,no,no,no,no,no,no,no,604 820-3333,604 820-9505,lynn.cummings@mpsd.ca                                                                               ,182,September 30 2018,0,7,2,0,0,5,3,4,5,6,11,11,12,9,10,27,46,32444 7th Ave Mission BC V2V 2B5,32444+7th+Ave+Mission+BC+V2V+2B5,49.139774,-122.3257952,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7596460,Valley Christian School,8955 Cedar St,Mission                       ,BC             ,V4S 1A3,Mr,Ron,Donkersloot,Standard School                         ,K-8,Independent School,1.0,no,no,no,no,no,no,no,604 826-1388,604 826-2744,r.donkersloot@valleychristianschool.ca,96,September 30 2018,3,13,0,0,0,13,10,11,8,15,12,5,6,0,0,0,0,8955 Cedar St Mission BC V4S 1A3,8955+Cedar+St+Mission+BC+V4S+1A3,49.1647039,-122.316292,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7596839,Valley Christian School DL,8955 Cedar St,Mission                       ,BC             ,V4S 1A3,Mr,Ron,Donkersloot,Distributed Learning Programs           ,K-8,Independent School,1.0,no,no,no,no,no,no,no,604 826-1388,604 826-2744,r.donkersloot@valleychristianschool.ca,30,September 30 2018,0,9,0,0,0,4,2,3,4,1,4,1,2,0,0,0,0,8955 Cedar St Mission BC V4S 1A3,8955+Cedar+St+Mission+BC+V4S+1A3,49.1647039,-122.316292,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7575018,West Heights Elementary,32065 Van Velzen Ave,Mission                       ,BC             ,V2V 2G6,Mr,Mikel,Brogan,Standard School                         ,K-6,Public School,,no,yes,no,no,no,no,no,604 826-6401,604 826-9934,mikel.brogan@mpsd.ca                                                                                ,236,September 30 2018,0,32,0,0,0,38,47,34,24,28,33,0,0,0,0,0,0,32065 Van Velzen Ave Mission BC V2V 2G6,32065+Van+Velzen+Ave+Mission+BC+V2V+2G6,49.1417435,-122.3366877,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7525016,West Heights StrongStart Centre,32065 Van Velzen Ave,Mission                       ,BC             ,V2V 2G6,Ms,Tina,Phelps,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 826-6401,,tina.phelps@mpsd.ca                                                                                 ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32065 Van Velzen Ave Mission BC V2V 2G6,32065+Van+Velzen+Ave+Mission+BC+V2V+2G6,49.1417435,-122.3366877,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7575020,Windebank Elementary,33570 11th Ave,Mission                       ,BC             ,V2V 6Z2,Ms,Angela,Condon,Standard School                         ,K-6,Public School,,yes,no,no,no,no,no,no,604 826-2213,604 826-7381,angela.condon@mpsd.ca                                                                               ,363,September 30 2018,0,58,0,0,0,53,43,46,49,46,68,0,0,0,0,0,0,33570 11th Ave Mission BC V2V 6Z2,33570+11th+Ave+Mission+BC+V2V+6Z2,49.1447459,-122.2945486,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
75,7525304,Windebank StrongStart Centre,33570 11th Ave,Mission                       ,BC             ,V2V 6Z2,Ms,Angela,Condon,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 826-2213,604 826-7381,angela.condon@mpsd.ca                                                                               ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33570 11th Ave Mission BC V2V 6Z2,33570+11th+Ave+Mission+BC+V2V+6Z2,49.1447459,-122.2945486,2018/19,75,Mission,33046 Fourth Ave,Mission,BC,V2V1S5,604 826-6286,http://www.mpsd.ca                                                                                  ,-122.30848049999999,49.136925899999994
42,4242005,Albion Elementary,10031 240th St,Maple Ridge                   ,BC             ,V2W 1G2,Mrs,Tanya,Dailey,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 463-4848,604 463-4689,tanya_dailey@sd42.ca                                                                                ,580,September 30 2018,0,75,0,0,0,63,56,75,62,71,90,88,0,0,0,0,0,10031 240th St Maple Ridge BC V2W 1G2,10031+240th+St+Maple+Ridge+BC+V2W+1G2,49.1851424,-122.557691,2018/19,42,Maple Ridge-Pitt Meadows,22225 Brown Ave,Maple Ridge,BC,V2X8N6,604 463-4200,http://www.sd42.ca                                                                                  ,-122.605599,49.22217271
42,4242042,Alexander Robinson Elementary,11849 238B St,Maple Ridge                   ,BC             ,V4R 2T8,Mr,Adam,Stanley,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 463-3035,604 463-0667,adam_stanley@sd42.ca                                                                                ,551,September 30 2018,0,74,0,0,0,64,60,67,77,65,73,71,0,0,0,0,0,11849 238B St Maple Ridge BC V4R 2T8,11849+238B+St+Maple+Ridge+BC+V4R+2T8,49.2168397,-122.5612989,2018/19,42,Maple Ridge-Pitt Meadows,22225 Brown Ave,Maple Ridge,BC,V2X8N6,604 463-4200,http://www.sd42.ca                                                                                  ,-122.605599,49.22217271
